Account ID,Username,Platform,Follower Count,Posts Per Week,Engagement Rate,Ad Spend (USD),Conversion Rate,Campaign Reach
3865.0,angelarose,TikTok,324022.0,2.0,0.0834,548.59,0.0227,
3866.0,coxbrenda,Twitter,681097.0,5.0,0.0642,162.02,0.0406,29351.0
3867.0,ujones,Twitter,112444.0,6.0,0.0856,473.57,0.032,20243.0
3868.0,evanscarrie,LinkedIn,677002.0,4.0,0.0642,218.95,0.0218,29755.0
3869.0,joshuabailey,Facebook,525817.0,7.0,0.0856,,0.0398,34569.0
3870.0,,Instagram,357809.0,5.0,0.102,396.19,0.0278,36626.0
3871.0,nicholas41,TikTok,615864.0,6.0,0.102,431.19,0.0306,18817.0
3872.0,andradewesley,Instagram,369232.0,3.0,0.102,169.32,0.0499,41295.0
3873.0,justin99,LinkedIn,526442.0,3.0,0.102,966.84,0.03,13650.0
3874.0,lsherman,TikTok,152504.0,1.0,0.0856,250.33,0.02,26620.0
3875.0,twagner,TikTok,200371.0,6.0,0.0834,,0.0133,29270.0
3876.0,andersonnina,TikTok,867832.0,6.0,0.0986,651.28,0.0427,37677.0
3877.0,logan51,TikTok,433817.0,7.0,0.0986,,0.0489,31483.0
3878.0,kdavis,TikTok,696818.0,7.0,0.0856,430.4,0.0196,1139.0
3879.0,megan48,LinkedIn,536831.0,5.0,0.0642,177.92,0.0186,10907.0
3880.0,hernandezpatricia,TikTok,765664.0,1.0,0.102,275.71,0.02,3367.0
3881.0,amandahenry,LinkedIn,255643.0,2.0,0.0986,614.04,0.0492,43818.0
3882.0,barbara57,TikTok,,5.0,0.0834,584.95,0.0124,19768.0
3883.0,ricardo38,Instagram,5455.0,2.0,0.0986,498.58,0.012,5885.0
3884.0,kristinwilson,TikTok,155243.0,4.0,0.0986,808.23,0.0266,22549.0
3885.0,royharper,LinkedIn,194259.0,3.0,0.102,968.85,0.0499,45714.0
3886.0,pbarrett,LinkedIn,923243.0,6.0,,538.1,,8279.0
3887.0,shawn32,Facebook,761041.0,3.0,0.0986,995.79,0.0366,42380.0
3888.0,ohuber,Instagram,588151.0,6.0,0.102,54.61,0.0112,48374.0
3889.0,simmonscarrie,Instagram,354193.0,4.0,0.102,,0.047,17525.0
3890.0,kelly58,Facebook,228433.0,2.0,0.0856,331.37,0.0262,17693.0
3891.0,skinnerjacob,Facebook,500121.0,3.0,0.0642,865.43,0.0137,38029.0
3892.0,hayespamela,Instagram,972413.0,2.0,0.0642,767.4,0.0311,15159.0
3893.0,kimberly57,Twitter,409113.0,6.0,0.102,623.81,0.0403,36335.0
3894.0,tonyarobertson,LinkedIn,,1.0,0.0834,,0.013,39641.0
3895.0,thomasherman,Instagram,826798.0,4.0,,535.84,0.0151,48111.0
3896.0,corymann,Instagram,657452.0,3.0,0.102,214.12,0.0126,21268.0
3897.0,mikaylataylor,,250256.0,3.0,0.0986,117.22,0.0318,46192.0
3898.0,perryrichard,TikTok,948511.0,2.0,0.102,408.93,0.0369,40238.0
3899.0,scott72,LinkedIn,853129.0,3.0,0.0986,133.64,0.0393,28768.0
3900.0,taylornewman,,448553.0,5.0,0.0986,169.32,0.0219,41377.0
3901.0,brian17,LinkedIn,950455.0,5.0,0.0986,488.49,0.027,10275.0
3902.0,stevensondesiree,Facebook,770105.0,2.0,0.0834,317.31,0.0283,6321.0
3903.0,jordanmartin,LinkedIn,229728.0,2.0,0.0642,224.14,0.0427,28705.0
3904.0,clarkdavid,Twitter,,6.0,0.0856,617.22,0.0237,4140.0
3905.0,alexandra71,Twitter,522085.0,4.0,0.102,,0.0272,1461.0
3906.0,smithdanielle,LinkedIn,384013.0,3.0,0.102,916.32,0.02,10401.0
3907.0,,,877235.0,6.0,0.0856,70.66,0.023,32934.0
3908.0,dhouse,TikTok,475523.0,7.0,0.0642,551.25,0.0193,25586.0
3909.0,vgriffith,Twitter,,6.0,0.102,,0.0334,26824.0
3910.0,jstevens,Twitter,382242.0,1.0,0.0642,946.08,0.0128,23264.0
3911.0,pierceaaron,LinkedIn,305861.0,5.0,0.0834,550.71,0.0478,18493.0
3912.0,trobinson,Instagram,290319.0,7.0,,,0.0412,45454.0
3913.0,sarahyang,TikTok,118386.0,5.0,0.0642,831.16,0.0258,11313.0
3914.0,monroedavid,LinkedIn,757588.0,3.0,0.0642,516.5,0.0347,28369.0
3915.0,barbarabranch,Twitter,775168.0,4.0,0.0834,617.25,0.0214,33534.0
3916.0,qramos,Twitter,548760.0,3.0,0.0856,177.41,0.0274,40240.0
3917.0,hardyalexander,LinkedIn,102730.0,5.0,0.0856,303.16,0.0296,10787.0
3918.0,edwardthomas,LinkedIn,797788.0,1.0,0.0642,666.13,0.0445,30734.0
3919.0,ybrock,Instagram,837931.0,2.0,0.0986,221.45,0.0228,38842.0
3920.0,johnhawkins,Facebook,760720.0,7.0,0.102,607.57,0.0427,26231.0
3921.0,keithkeith,LinkedIn,581471.0,4.0,0.0856,575.94,0.0222,14018.0
3922.0,jonathan26,Facebook,521181.0,3.0,0.0834,993.2,0.0353,10810.0
3923.0,,LinkedIn,973846.0,4.0,0.0986,875.2,0.0189,27097.0
3924.0,bethholt,Twitter,32058.0,4.0,0.0856,473.76,0.0214,45263.0
3925.0,zjones,Facebook,807782.0,5.0,0.0834,694.28,0.0202,44537.0
3926.0,smithedward,Facebook,107486.0,4.0,0.102,603.07,0.0115,24408.0
3927.0,grahamallison,,492514.0,3.0,0.0856,100.35,0.0416,34080.0
3928.0,williamrodriguez,TikTok,908986.0,,0.0856,,0.0255,21646.0
,awilkins,Twitter,507233.0,,0.0642,139.38,0.0206,36107.0
3930.0,wcolon,LinkedIn,858877.0,2.0,0.0642,323.9,0.0477,36725.0
3931.0,rjohnston,Instagram,137601.0,6.0,0.0856,121.82,0.0334,
3932.0,smithmatthew,Instagram,591938.0,7.0,0.0856,719.2,0.0321,40323.0
3933.0,oprice,LinkedIn,753075.0,,0.102,,0.0232,1186.0
3934.0,revans,LinkedIn,257661.0,1.0,0.102,776.31,0.037,5743.0
3935.0,micheleshaw,Facebook,243255.0,1.0,0.0834,224.95,0.0321,41096.0
3936.0,yvettepotts,Facebook,372542.0,7.0,0.0856,894.32,,34834.0
3937.0,,LinkedIn,903046.0,5.0,0.0986,380.39,0.0127,20806.0
3938.0,edwardschristina,Twitter,139001.0,5.0,0.0642,670.27,0.0494,11026.0
3939.0,marissa77,LinkedIn,217917.0,4.0,0.0856,340.95,0.0233,13039.0
3940.0,brittney04,TikTok,,7.0,0.0834,400.61,0.0255,21990.0
3941.0,patrick62,Twitter,672542.0,3.0,0.0642,214.12,0.0245,13299.0
3942.0,ahayes,TikTok,761921.0,4.0,0.0856,987.85,0.0142,16700.0
3943.0,ashley65,TikTok,19230.0,6.0,0.0856,428.86,0.0337,45417.0
3944.0,christineclark,TikTok,378094.0,1.0,0.0856,851.98,0.05,48736.0
3945.0,huberharold,Instagram,499063.0,7.0,0.0642,,0.0221,37802.0
3946.0,fwade,TikTok,77297.0,1.0,0.102,356.29,0.0121,
3947.0,westjustin,TikTok,128322.0,4.0,0.0856,362.24,0.0454,42378.0
3948.0,jenniferreilly,Instagram,116765.0,1.0,0.0834,257.56,0.0326,21496.0
3949.0,perezjacqueline,,770840.0,7.0,0.102,277.01,0.0133,23288.0
3950.0,stacey77,Facebook,8216.0,2.0,0.0856,822.81,,14392.0
3951.0,smack,LinkedIn,306264.0,4.0,0.0856,150.36,0.0297,33142.0
3952.0,ntaylor,TikTok,950974.0,,0.102,853.64,0.019,22441.0
3953.0,hunterbriana,Instagram,970377.0,6.0,0.0834,196.71,0.025,46353.0
3954.0,tiffany99,Twitter,278527.0,,0.0642,822.36,0.0325,24881.0
3955.0,zobrien,,127065.0,7.0,0.102,551.17,0.0304,3672.0
3956.0,,Instagram,377903.0,5.0,0.0856,70.91,0.0337,7222.0
,ojohnson,Facebook,75061.0,2.0,0.0642,458.75,0.0392,49976.0
3958.0,websterchristina,Facebook,715845.0,7.0,0.0856,489.75,0.0198,16966.0
3959.0,hernandezvanessa,TikTok,130743.0,6.0,0.0834,420.51,,15802.0
3960.0,matthewtaylor,LinkedIn,192562.0,,,,0.0252,38712.0
3961.0,kristinlynch,Instagram,38491.0,4.0,0.0834,578.37,0.0369,26669.0
3962.0,harrismichael,Instagram,407864.0,3.0,0.0856,,0.0106,39466.0
3963.0,combsstephanie,Instagram,285138.0,5.0,0.0856,,0.0397,6886.0
3964.0,adam31,Facebook,725706.0,5.0,0.0834,188.5,0.0172,29540.0
3965.0,stuartsmith,Twitter,310173.0,3.0,0.102,789.39,0.0325,8292.0
3966.0,lrodgers,Instagram,999351.0,1.0,,565.07,0.0335,12391.0
3967.0,william00,TikTok,199045.0,3.0,0.0642,824.16,0.0196,38980.0
3968.0,bradleymoore,Instagram,989904.0,5.0,0.102,969.09,0.0159,25815.0
3969.0,kevin83,LinkedIn,161051.0,3.0,0.0986,136.29,0.0308,2754.0
3970.0,kgraves,Facebook,431275.0,5.0,0.0856,728.88,0.0385,7021.0
3971.0,adamthomas,Facebook,767700.0,6.0,0.0856,965.86,0.0247,36018.0
3972.0,ashleyzuniga,LinkedIn,855333.0,,0.0642,500.37,0.0133,14977.0
3973.0,pblackwell,Instagram,,2.0,0.0642,563.74,0.0202,31246.0
3974.0,peter15,Facebook,744035.0,3.0,0.0834,558.4,0.0119,30767.0
3975.0,debbie61,,75360.0,2.0,0.0642,432.65,0.0205,14640.0
3976.0,rebekah51,Facebook,523890.0,3.0,0.0642,915.43,0.0334,22296.0
3977.0,eedwards,TikTok,103572.0,1.0,0.102,756.25,0.013,16573.0
3978.0,deandawn,Twitter,376795.0,,0.0986,156.13,0.0227,
3979.0,tonyarobertson,Instagram,85362.0,7.0,0.0856,277.01,0.0137,46778.0
3980.0,mckenzieadam,Twitter,738509.0,1.0,0.0856,516.5,0.04,8896.0
3981.0,alexandermckenzie,Instagram,147261.0,4.0,0.102,491.43,0.0397,41439.0
3982.0,kelleytina,TikTok,744514.0,1.0,0.0986,,0.0123,6781.0
3983.0,kimberly57,Facebook,518937.0,7.0,0.0986,869.5,0.0148,39082.0
3984.0,elizabethcombs,Facebook,,6.0,0.102,993.19,0.0245,32266.0
3985.0,ipark,TikTok,473687.0,1.0,0.0986,153.92,,14727.0
3986.0,lrodgers,Facebook,163002.0,1.0,0.0986,395.39,0.0486,48877.0
3987.0,millerjill,Twitter,961910.0,5.0,0.0642,250.33,0.0337,
3988.0,stuartsmith,Twitter,519741.0,2.0,0.0834,967.5,0.0417,17645.0
3989.0,victorsmith,Instagram,904894.0,,0.0834,214.12,0.0307,42742.0
3990.0,christophermartinez,TikTok,349652.0,3.0,0.0986,380.39,,34174.0
3991.0,cruzantonio,Facebook,931416.0,3.0,0.0856,948.58,0.0195,26025.0
3992.0,smithjulian,Facebook,770000.0,2.0,0.0834,456.74,0.0163,34367.0
3993.0,turnerchristopher,Instagram,,6.0,0.0642,640.24,0.0287,31709.0
3994.0,mariahbell,Twitter,774337.0,1.0,0.0834,408.67,0.045,28760.0
3995.0,,Instagram,684423.0,7.0,0.0856,651.28,0.0191,38265.0
3996.0,anne79,Facebook,234438.0,7.0,0.102,441.13,0.0445,39173.0
3997.0,simmonscarrie,Instagram,547556.0,7.0,0.0834,136.78,0.0148,6275.0
3998.0,uflowers,Instagram,896054.0,2.0,0.0834,208.07,0.0314,26583.0
3999.0,,Instagram,933743.0,4.0,0.0986,783.6,0.0307,
4000.0,carrolljames,LinkedIn,816376.0,3.0,0.0986,429.01,0.0392,29387.0
,angelsmith,Twitter,936744.0,5.0,0.0834,772.09,0.0327,10286.0
4002.0,juliepayne,Twitter,252641.0,1.0,0.102,858.44,0.0186,46975.0
4003.0,rjohnston,Twitter,736985.0,1.0,0.0834,864.63,0.0344,42609.0
,fordrichard,Twitter,83142.0,6.0,0.0834,,0.0174,7384.0
,claudiaferrell,LinkedIn,988263.0,4.0,0.0856,176.28,0.021,20850.0
4006.0,dmiller,Facebook,392582.0,3.0,0.0642,965.45,,4172.0
4007.0,pamelacollins,Facebook,764639.0,,0.0856,466.92,0.0275,7844.0
4008.0,racheldodson,TikTok,794948.0,6.0,0.0986,363.95,0.0272,49736.0
4009.0,vmorgan,Twitter,836978.0,3.0,0.102,763.11,0.0294,8930.0
4010.0,leonardkatherine,TikTok,735259.0,3.0,0.102,156.13,0.0278,49952.0
4011.0,josephjordan,LinkedIn,977105.0,5.0,0.102,998.2,0.0439,33821.0
4012.0,,TikTok,,4.0,,884.06,0.0391,15140.0
4013.0,peter15,Instagram,293582.0,5.0,0.0642,864.63,0.0143,39305.0
4014.0,,TikTok,900577.0,2.0,0.0642,511.32,0.0326,48986.0
4015.0,brookegalloway,Instagram,269391.0,4.0,0.0834,323.63,0.0341,14664.0
4016.0,dylansmith,Instagram,695159.0,,0.0642,,0.024,29939.0
4017.0,william00,Facebook,249973.0,2.0,0.0834,555.7,0.0266,6210.0
4018.0,brandon78,Twitter,509666.0,1.0,0.0986,603.07,0.0413,37496.0
4019.0,friley,LinkedIn,797757.0,2.0,0.0986,214.7,0.0113,17670.0
4020.0,bpham,,562858.0,,0.0642,485.02,0.0381,10332.0
,rachelgutierrez,LinkedIn,91754.0,3.0,0.0856,97.88,0.0304,
4022.0,paularios,Twitter,466023.0,6.0,0.0642,285.16,0.0375,19289.0
4023.0,paularios,,779842.0,6.0,0.0856,789.0,0.047,13342.0
4024.0,mitchellpatrick,Twitter,883784.0,6.0,0.0856,389.68,0.038,8425.0
4025.0,mary32,LinkedIn,977967.0,7.0,0.102,892.99,0.0269,10372.0
4026.0,bbarber,Facebook,158649.0,2.0,0.0642,,0.0496,28251.0
4027.0,alexandersamuel,Twitter,324015.0,1.0,0.0856,282.81,,46363.0
4028.0,ntodd,LinkedIn,42337.0,5.0,0.0834,269.7,0.0385,10114.0
4029.0,davismichael,Instagram,891829.0,1.0,0.0642,202.23,0.0142,22018.0
4030.0,justin17,,72453.0,,0.102,997.04,0.047,12741.0
4031.0,michael40,TikTok,586237.0,5.0,0.0856,914.72,0.0325,25442.0
4032.0,mark69,Facebook,519937.0,1.0,0.0834,81.9,0.0188,25125.0
,jstevens,LinkedIn,185895.0,4.0,,,0.0175,49202.0
,shawn32,Facebook,691056.0,4.0,0.0642,376.76,0.0255,43306.0
4035.0,hellis,Instagram,942934.0,,0.102,384.1,0.0146,17136.0
4036.0,stephaniebrennan,Instagram,192556.0,6.0,0.102,369.37,0.0353,11539.0
4037.0,garciasarah,Instagram,56736.0,6.0,0.0986,385.8,0.0348,5824.0
4038.0,michael40,Facebook,770557.0,4.0,0.0856,356.29,0.0332,47052.0
4039.0,justin17,Twitter,551735.0,4.0,0.0986,741.67,0.0269,37140.0
4040.0,henry84,TikTok,955973.0,5.0,0.0642,322.9,0.0493,26053.0
4041.0,nhoffman,LinkedIn,989201.0,1.0,0.0856,257.85,0.029,16261.0
4042.0,morgancook,TikTok,257522.0,1.0,0.0642,393.76,0.0219,43687.0
4043.0,conradlaura,LinkedIn,456175.0,4.0,0.0856,253.21,0.0285,25527.0
4044.0,belinda51,Facebook,975467.0,7.0,0.102,522.77,0.05,32578.0
4045.0,shanejohnson,Instagram,282400.0,4.0,0.0986,767.52,0.0427,44425.0
4046.0,ngray,Twitter,907503.0,5.0,0.0642,230.6,,
4047.0,fletcheralexis,LinkedIn,771888.0,3.0,0.102,742.16,0.0338,44051.0
4048.0,xcruz,TikTok,,7.0,0.0856,891.71,0.0103,44292.0
4049.0,chenjoseph,LinkedIn,410622.0,1.0,0.0642,783.6,0.0341,37342.0
4050.0,kdavis,TikTok,458706.0,3.0,0.0986,765.21,0.0499,33338.0
4051.0,markgray,Instagram,378204.0,7.0,0.0986,510.95,,18245.0
4052.0,gabriellashort,TikTok,369443.0,1.0,0.0834,865.43,,41036.0
4053.0,garrettelizabeth,Twitter,942637.0,5.0,0.0834,783.6,0.0104,35450.0
,fullerchristine,TikTok,162678.0,1.0,0.0642,68.93,0.0274,30881.0
4055.0,deannathompson,,628734.0,,,245.68,0.0496,48126.0
4056.0,dylansmith,Twitter,629106.0,3.0,0.0856,804.4,0.047,11215.0
4057.0,adam31,Facebook,313746.0,3.0,0.0856,974.35,0.0137,16507.0
4058.0,adamjohnson,Twitter,498548.0,3.0,0.0856,369.37,0.0442,48582.0
4059.0,elizabethwilson,TikTok,77207.0,5.0,0.0986,715.37,0.0107,42627.0
4060.0,mtaylor,TikTok,515608.0,,,250.33,0.0142,33341.0
4061.0,michael40,Twitter,110262.0,6.0,0.0642,432.65,0.0161,36146.0
4062.0,tiffany99,TikTok,34502.0,5.0,0.0834,788.29,0.0196,20187.0
,ewilliams,Facebook,353097.0,5.0,0.0856,938.02,0.0402,22997.0
4064.0,mcintoshrobert,LinkedIn,483944.0,1.0,0.0642,516.5,0.0325,34491.0
4065.0,wcolon,Twitter,912641.0,1.0,0.0986,405.74,0.0272,15887.0
4066.0,michaelflores,Instagram,79497.0,5.0,0.0834,614.04,0.0219,28258.0
4067.0,kenneth67,TikTok,672666.0,1.0,0.102,919.28,0.0174,4403.0
4068.0,thomas49,TikTok,845488.0,6.0,0.102,905.43,0.0443,22770.0
4069.0,johnsonroberto,LinkedIn,356750.0,5.0,0.0642,987.3,0.0425,48666.0
4070.0,douglasalice,LinkedIn,976166.0,1.0,,966.97,0.0234,14090.0
4071.0,smcguire,LinkedIn,614032.0,3.0,0.102,303.16,0.0314,37457.0
4072.0,uluna,Instagram,443647.0,6.0,0.0834,967.5,0.0103,39429.0
4073.0,kayla25,LinkedIn,739192.0,4.0,0.0642,238.74,0.0112,44039.0
,melissa08,Twitter,479984.0,7.0,0.0834,429.58,0.0405,42901.0
4075.0,elizabethwade,Facebook,562639.0,4.0,0.0856,252.39,0.0196,17745.0
4076.0,sheila33,Instagram,305604.0,2.0,0.102,268.1,0.0329,48894.0
4077.0,samanthasmith,TikTok,175542.0,7.0,0.0986,948.58,0.0366,31314.0
4078.0,lauragarcia,LinkedIn,18390.0,6.0,0.0986,772.09,0.0176,47400.0
4079.0,keithkeith,LinkedIn,576226.0,3.0,,284.36,0.0175,47160.0
4080.0,sierrajohnson,LinkedIn,793460.0,3.0,0.0986,756.25,0.0375,29781.0
4081.0,ihernandez,Twitter,606366.0,3.0,0.0986,862.77,0.0145,
4082.0,anthonyanderson,Instagram,762795.0,1.0,,395.01,0.043,1310.0
4083.0,lisaallen,,213223.0,3.0,0.102,241.52,0.0193,5135.0
4084.0,james82,,712645.0,3.0,0.0642,665.33,,3300.0
4085.0,christopher68,Twitter,210551.0,2.0,0.0856,265.18,0.0193,
4086.0,carlosrivera,Facebook,953698.0,7.0,0.0834,710.34,0.0402,35291.0
4087.0,michael99,TikTok,911318.0,1.0,0.102,987.3,0.0143,39796.0
4088.0,xnelson,Twitter,898081.0,6.0,0.102,433.83,0.0225,
,gonzaleznicholas,Facebook,975734.0,1.0,0.0856,580.89,0.0136,3074.0
4090.0,amberhanson,Twitter,699254.0,2.0,0.0834,,0.0353,12962.0
4091.0,gstone,TikTok,498671.0,5.0,0.102,360.29,0.0287,40770.0
4092.0,jonathanjones,Facebook,335930.0,3.0,0.0986,526.82,0.0244,39258.0
4093.0,,,726383.0,7.0,0.0856,697.11,0.0393,46747.0
4094.0,baileykerry,Instagram,497244.0,3.0,0.0986,181.32,0.0285,3186.0
4095.0,kevinblack,LinkedIn,847194.0,2.0,0.0856,510.99,0.0186,11012.0
4096.0,hdavis,Facebook,444704.0,3.0,0.0642,982.66,0.041,22412.0
4097.0,,Twitter,62564.0,4.0,0.0986,431.19,0.0326,21742.0
4098.0,grobinson,Twitter,133759.0,7.0,0.0856,610.44,0.0219,15882.0
4099.0,michael16,Instagram,395832.0,,0.0986,637.73,0.0286,32286.0
4100.0,rshort,Facebook,616115.0,2.0,0.0856,507.39,0.0337,17759.0
4101.0,cbrown,TikTok,45490.0,3.0,0.0834,721.69,0.0477,20606.0
4102.0,dnguyen,Twitter,778799.0,1.0,0.0834,90.45,0.0306,27356.0
4103.0,krystal64,LinkedIn,,7.0,,310.39,0.0344,33269.0
4104.0,lrusso,LinkedIn,117635.0,1.0,0.0834,261.62,0.0274,7323.0
4105.0,elizabeth86,LinkedIn,602412.0,2.0,0.0986,907.05,0.0274,22950.0
4106.0,ijohnson,TikTok,160362.0,6.0,0.0834,540.64,0.0191,27395.0
4107.0,henrykendra,Instagram,915253.0,5.0,0.102,194.55,0.024,48732.0
4108.0,gsanchez,,239953.0,4.0,0.102,81.94,0.0105,48626.0
4109.0,,TikTok,703114.0,2.0,0.0642,277.98,0.0205,4363.0
4110.0,smithtimothy,LinkedIn,638164.0,7.0,0.0856,55.4,0.0397,10015.0
4111.0,davidanderson,Twitter,279338.0,4.0,0.0834,951.47,0.043,9127.0
4112.0,ellenmitchell,Twitter,193280.0,7.0,0.102,159.96,0.0479,35990.0
4113.0,gpayne,Facebook,890616.0,3.0,0.0834,74.11,0.0105,33094.0
4114.0,robert31,Facebook,,7.0,0.102,671.12,0.0342,37836.0
4115.0,blake06,LinkedIn,305732.0,3.0,0.0986,626.67,0.013,11912.0
4116.0,caitlin54,,,2.0,0.0986,408.93,0.0106,12086.0
4117.0,mcdonaldnancy,TikTok,152933.0,7.0,0.0642,387.68,0.0473,11713.0
,samanthasmith,TikTok,163662.0,5.0,0.0642,215.04,0.0103,45120.0
4119.0,jeffersonmason,Twitter,336586.0,4.0,0.102,878.87,0.0246,45796.0
4120.0,ladams,Facebook,593322.0,6.0,0.0856,587.97,0.044,45485.0
4121.0,reidkristine,Facebook,182447.0,7.0,0.0856,108.56,0.0107,17415.0
4122.0,bethgrimes,TikTok,351844.0,7.0,0.0642,989.88,0.0353,45394.0
4123.0,racheldodson,LinkedIn,289936.0,6.0,0.102,753.84,0.0176,
,cameron78,Facebook,927012.0,6.0,0.0642,254.87,0.0217,29671.0
4125.0,,TikTok,632519.0,2.0,0.0986,,0.0426,
4126.0,alexandersamuel,TikTok,712799.0,4.0,0.0642,888.27,0.0418,12333.0
4127.0,michaelperez,TikTok,,5.0,0.0856,754.87,0.0102,11137.0
4128.0,blackburnanthony,Facebook,680494.0,2.0,0.0986,946.08,0.0241,
4129.0,,Twitter,93877.0,2.0,0.0856,970.21,0.0119,34804.0
4130.0,canderson,TikTok,922601.0,3.0,0.0834,997.04,0.0358,12749.0
4131.0,williamskyle,Instagram,254265.0,6.0,0.0834,789.39,0.0273,2604.0
4132.0,brian17,Twitter,364374.0,7.0,0.0856,788.29,0.0334,32136.0
4133.0,ycole,,823771.0,3.0,0.0642,301.92,,5360.0
4134.0,websterchristina,Facebook,905346.0,5.0,0.102,565.07,0.0483,20865.0
4135.0,stephanie37,Instagram,712202.0,1.0,0.0642,845.29,0.047,38317.0
4136.0,carlosrivera,TikTok,351534.0,5.0,0.0986,738.77,0.0103,25182.0
4137.0,matthew40,LinkedIn,400502.0,6.0,0.102,162.02,,46280.0
4138.0,brianna64,Twitter,415269.0,,0.0856,763.66,0.0261,30557.0
4139.0,ogarcia,LinkedIn,194391.0,3.0,0.102,899.1,0.0285,24893.0
4140.0,crystalsharp,Twitter,382297.0,,0.0986,274.72,0.0321,40756.0
4141.0,,Facebook,292920.0,3.0,0.0856,625.62,0.0186,40826.0
4142.0,nicolereyes,LinkedIn,48342.0,,0.0856,103.15,0.0375,
4143.0,zpratt,,637021.0,,,890.31,0.0378,48034.0
4144.0,aryan,Facebook,266314.0,1.0,0.0856,522.77,0.0459,23711.0
4145.0,sriley,TikTok,775601.0,6.0,0.0856,920.89,0.0331,23029.0
4146.0,salazargarrett,,775426.0,4.0,0.0856,859.17,0.0193,33234.0
4147.0,tracy84,TikTok,807139.0,1.0,0.0642,262.51,0.0113,35283.0
4148.0,omorgan,Twitter,240894.0,7.0,0.0834,516.15,0.0253,49988.0
4149.0,conradlaura,LinkedIn,422308.0,1.0,0.0642,783.6,0.0313,13987.0
4150.0,dixonjulie,TikTok,283504.0,4.0,0.102,149.79,0.035,49775.0
4151.0,fullerchristine,Facebook,771222.0,2.0,0.0986,208.78,0.013,39251.0
4152.0,johnsoncourtney,Facebook,42562.0,5.0,0.0856,321.64,0.0478,45047.0
4153.0,mitchellpatrick,,918636.0,6.0,0.0642,100.35,0.0478,19142.0
4154.0,cboyd,Facebook,439121.0,1.0,0.0986,961.97,0.0159,6567.0
4155.0,wjohnson,Instagram,181412.0,5.0,0.0834,100.31,0.0212,22136.0
4156.0,toneill,LinkedIn,109593.0,7.0,0.102,275.71,0.0221,43540.0
4157.0,laurendurham,LinkedIn,609341.0,5.0,0.0856,457.25,0.0496,31700.0
,rmyers,Twitter,549027.0,7.0,0.0642,617.49,0.0167,33773.0
4159.0,revans,TikTok,775981.0,4.0,0.0834,541.86,0.0325,13083.0
4160.0,molinaisaac,Instagram,315392.0,3.0,0.0834,618.92,0.043,25889.0
4161.0,michellemcdaniel,Instagram,606261.0,1.0,0.0834,224.07,0.0391,33726.0
4162.0,anthonyanderson,Instagram,534237.0,7.0,0.0642,125.06,0.0465,6969.0
4163.0,leahcarter,TikTok,828369.0,4.0,0.0986,965.86,0.0175,49079.0
4164.0,robertsanders,Twitter,846853.0,3.0,0.0834,332.66,0.0334,6206.0
4165.0,jeffreymyers,Facebook,153899.0,4.0,0.0642,572.3,0.0464,47175.0
4166.0,jenniferthornton,TikTok,602682.0,4.0,0.0642,810.62,0.031,30799.0
4167.0,ruth02,LinkedIn,983937.0,5.0,0.102,841.85,0.0477,10106.0
,aflores,Twitter,106412.0,2.0,0.0856,947.76,0.046,27522.0
4169.0,jessica46,LinkedIn,89051.0,5.0,,83.53,0.0303,28864.0
4170.0,adam31,LinkedIn,833292.0,5.0,0.0834,353.04,0.0192,47663.0
4171.0,kevingarcia,TikTok,,1.0,0.0834,717.59,0.0233,3446.0
4172.0,medinanatalie,Facebook,496341.0,2.0,0.0986,187.13,0.0186,24748.0
4173.0,mccoykaren,Facebook,414425.0,,0.0642,685.4,0.0341,41191.0
4174.0,stephanie02,Facebook,,2.0,0.0834,913.39,0.0214,47045.0
4175.0,elizabethwilson,Facebook,452069.0,7.0,0.0986,630.21,0.0245,2170.0
4176.0,aandrade,Instagram,344824.0,6.0,0.0642,785.27,0.0233,7717.0
4177.0,michael40,TikTok,147625.0,5.0,,795.29,0.0384,31755.0
4178.0,edwardthomas,LinkedIn,741597.0,5.0,0.0986,895.84,0.0329,28513.0
4179.0,jonathan26,TikTok,757349.0,1.0,,656.5,0.0225,31409.0
4180.0,michael61,LinkedIn,753306.0,7.0,0.0856,270.91,0.0436,4186.0
4181.0,tlee,TikTok,361030.0,1.0,0.0834,216.91,0.0493,12260.0
4182.0,francojoseph,Twitter,255699.0,5.0,0.0856,468.93,0.0371,8171.0
4183.0,tiffanycaldwell,TikTok,243451.0,5.0,0.0856,944.87,0.0133,27285.0
4184.0,muellerolivia,LinkedIn,705181.0,1.0,0.102,971.23,0.0112,2943.0
4185.0,blakebell,LinkedIn,234179.0,1.0,0.0986,376.11,0.0319,25603.0
4186.0,uzhang,Twitter,534801.0,1.0,0.0834,467.01,0.0471,42128.0
4187.0,perezjacqueline,TikTok,788466.0,7.0,0.0856,801.28,0.0304,41402.0
4188.0,ian14,LinkedIn,271442.0,4.0,0.0834,808.94,0.0102,26152.0
4189.0,garciaaudrey,Twitter,245408.0,5.0,,104.47,0.0461,48814.0
4190.0,vanessa81,Facebook,135566.0,2.0,0.0986,787.7,0.0108,16294.0
4191.0,sharonmiller,Facebook,724774.0,4.0,0.0856,718.41,,43156.0
4192.0,vvega,TikTok,938582.0,1.0,0.0856,343.96,0.0319,25869.0
4193.0,scott72,Facebook,277383.0,6.0,0.0834,972.33,,
4194.0,,TikTok,783571.0,2.0,0.0834,617.22,0.0194,13769.0
